content,CustomerService,FiturAplikasi,UserExperience,Verifikasi,Preprocess,review_tokenized
"Kecewa beli token listrik 100ribu, sampai saat ini transaksi sukses tapi gk ada nomor token, gk ada yg bisa dihubungi dari pihak linkaja ny, kecewa dan gk mau lgi ..",-1,-1,-1,0,kecewa beli token listrik ribu    transaksi sukses  gak  nomor token gak    hubung   linkaja  kecewa  gak  lgi ,"['kecewa', 'beli', 'token', 'listrik', 'ribu', 'transaksi', 'sukses', 'gak', 'nomor', 'token', 'gak', 'hubung', 'linkaja', 'kecewa', 'gak', 'lgi']"
"Aplikasi ini harap kasih rating paling kecil aplikasi gajelas duit saya di makan aplikasi ini sudah live chat belum di respon sama agent sudah di akhiri begitu saja tanpa ada respon sama sekali telfon cs juga tidak terhubung dan mengadu ke email tidak ada respon, jangan donwload apalagi sampai menggunakannya",-1,0,-1,0,aplikasi  harap kasih nilai   aplikasi gajelas duit   makan aplikasi   langsung obrol   respon  agen        respon   telpon layan langgan  tidak hubung  adu  email tidak  respon jangan donwload   guna,"['aplikasi', 'harap', 'kasih', 'nilai', 'aplikasi', 'gajelas', 'duit', 'makan', 'aplikasi', 'langsung', 'obrol', 'respon', 'agen', 'respon', 'telpon', 'layan', 'langgan', 'tidak', 'hubung', 'adu', 'email', 'tidak', 'respon', 'jangan', 'donwload', 'guna']"
Akun saya tidak bisa di akses dan menghubungi call center oun tidak bisa gak jelas banget nih aplikasi,-1,-1,-1,0,akun  tidak   akses  hubung panggil pusat  tidak  gak    aplikasi,"['akun', 'tidak', 'akses', 'hubung', 'panggil', 'pusat', 'tidak', 'gak', 'aplikasi']"
Kekurangan pasti ada semisal biaya Transfer antar Bank kl bisa di buat lebih Murah lg agar bisa bersaing dgn Aplikasi sejenis utk layanan yg lain nya sy bilang Simple Banget & Pantas dpt Bintang 5,1,-1,1,0,kurang    biaya transfer  bank      murah    saing  aplikasi jenis  layan     bilang simpel    bintang ,"['kurang', 'biaya', 'transfer', 'bank', 'murah', 'saing', 'aplikasi', 'jenis', 'layan', 'bilang', 'simpel', 'bintang']"
"Link recomended banget untuk transaksi karna penggunaannya mudah,cepat dan terpercaya juga",0,1,1,0,linkaja rekomendasi   transaksi  guna mudah cepat  percaya ,"['linkaja', 'rekomendasi', 'transaksi', 'guna', 'mudah', 'cepat', 'percaya']"
"LinkAjah banyak fitur nya untuk Bertransaksi, sangat membatu sekali di jaman ini",0,1,1,0,linkajah  fitur   transaksi  bantu   jaman ,"['linkajah', 'fitur', 'transaksi', 'bantu', 'jaman']"
Bolak balik daftar bolak balik selfi bolak balik buka tutup tapi ttep aja GK bsa terdaftar padahal foto sama data diri sudah sesuai tapi ttep GK bsa d daftarin suruh nunggu besok lagi suruh nunggu besok lagi sudah nunggu besok lama masih ttep GK bsa gmna bantu proses,0,0,-1,-1,bolak  daftar bolak  foto bolak  buka tutup   aja gak  daftar  foto  data   sesuai   gak   daftarin suruh nunggu besok  suruh nunggu besok   nunggu besok lama   gak  gimana bantu proses,"['bolak', 'daftar', 'bolak', 'foto', 'bolak', 'buka', 'tutup', 'aja', 'gak', 'daftar', 'foto', 'data', 'sesuai', 'gak', 'daftarin', 'suruh', 'nunggu', 'besok', 'suruh', 'nunggu', 'besok', 'nunggu', 'besok', 'lama', 'gak', 'gimana', 'bantu', 'proses']"
"Wah nggak nyangka ternyata aplikasi LinkAja ini sangat rekomended banget lo buat transaksi, fitur fiturnya juga sudah lengkap sehingga dalam proses pemakaiannya itu tidak ada hambatan",0,1,1,0,  nyangka  aplikasi linkaja   rekomendasi  lo  transaksi fitur fitur   lengkap   proses pakai  tidak  hambat,"['nyangka', 'aplikasi', 'linkaja', 'rekomendasi', 'lo', 'transaksi', 'fitur', 'fitur', 'lengkap', 'proses', 'pakai', 'tidak', 'hambat']"
"Aplikasi bagus dan sangat menbantu, mudah digunakan juga. Bisa untuk semua ewallet dan membantu. Bagis. Semoga bisa lebih baik lagi",0,1,1,0,aplikasi bagus   menbantu mudah      dompet digital  bantu bagus moga   baik ,"['aplikasi', 'bagus', 'menbantu', 'mudah', 'dompet', 'digital', 'bantu', 'bagus', 'moga', 'baik']"
"Kenapa ini??? Tiba-tiba log out, trus log in lagi ga bisa. Padahal nomor sudah bener. Notifikasi nya unrecognized request",0,-1,0,0,    masuk   masuk dalam  ga   nomor  bener notifikasi  tidak nali minta,"['masuk', 'masuk', 'dalam', 'ga', 'nomor', 'bener', 'notifikasi', 'tidak', 'nali', 'minta']"
"untuk jaman skrg yg serba cashless, apk ini membantu bangettt sihhh, fiturnya juga banyakk dan gampang dimengerti org awam dan pastinya ga ribett",0,1,1,0, jaman   serba nontunai aplikasi  bantu   fitur  banyakk  gampang erti orang awam   ga ribet,"['jaman', 'serba', 'nontunai', 'aplikasi', 'bantu', 'fitur', 'banyakk', 'gampang', 'erti', 'orang', 'awam', 'ga', 'ribet']"
"Beli pulsa ga masuk padahal sudah dipotong saldo nya,sudah 10x24 jam,aplikasi ga jelas,alias sampah sudah 20x24 jam balekkan uang nya itu",0,-1,-1,0,beli pulsa ga masuk   potong saldo    jam aplikasi ga  alias sampah   jam balekkan uang  ,"['beli', 'pulsa', 'ga', 'masuk', 'potong', 'saldo', 'jam', 'aplikasi', 'ga', 'alias', 'sampah', 'jam', 'balekkan', 'uang']"
"Akun tidak dapat diakses terus dalam beberapa hari ini, padahal sudah update aplikasi, kesal dengan hal ini, mohon bantuannya dan solusinya",0,-1,-1,0,akun tidak  akses        baharu aplikasi kesal    mohon bantu  solusi,"['akun', 'tidak', 'akses', 'baharu', 'aplikasi', 'kesal', 'mohon', 'bantu', 'solusi']"
aplikasi link aja sangat membantu dalam setiap hal apalagi dalam transaksi jadi mudahh,0,1,1,0,aplikasi linkaja aja  bantu      transaksi  mudah,"['aplikasi', 'linkaja', 'aja', 'bantu', 'transaksi', 'mudah']"
"Kenapa setelah meng. Update apli kasi ini ke Versi Full servis ,Malah Tidak bisa. Bayar tagian listrik",0,-1,-1,0,  meng baharu aplikasi kasi   versi penuh servis  tidak  bayar tagian listrik,"['meng', 'baharu', 'aplikasi', 'kasi', 'versi', 'penuh', 'servis', 'tidak', 'bayar', 'tagian', 'listrik']"
"Aplikasi sangat"" MENGECEWAKAN yg prnah saya temui ð,, Upgrade ke full service udah 1 bulan tidak dikonfirmasi/ditanggapi. ð¡",0,-1,-1,0,aplikasi  kecewa    temu tingkat  penuh servis udah  tidak konfirmasi tanggap ,"['aplikasi', 'kecewa', 'temu', 'tingkat', 'penuh', 'servis', 'udah', 'tidak', 'konfirmasi', 'tanggap']"
"Aplikasi ini sangat membantu dan mudah diakses, rekomended banget buat sekarang yang serba cashless.",0,1,1,0,aplikasi   bantu  mudah akses rekomendasi     serba nontunai ,"['aplikasi', 'bantu', 'mudah', 'akses', 'rekomendasi', 'serba', 'nontunai']"
"Upgrade ke akun full servicenya lama banget prosesnya, cs susah dihubungin, minta tolong segera di verif, uang saya jadi ngendap di dalam ga bisa ditarik",-1,-1,-1,-1,tingkat  akun penuh servis lama  proses layan langgan susah dihubungin  tolong   verifikasi uang   ngendap   ga  tarik,"['tingkat', 'akun', 'penuh', 'servis', 'lama', 'proses', 'layan', 'langgan', 'susah', 'dihubungin', 'tolong', 'verifikasi', 'uang', 'ngendap', 'ga', 'tarik']"
"Saya top up e-money statusnya sukses, saldo sudah terpotong, setelah itu saya update saldo selalu gagal dengan keterangan gangguan, sudah update di ATM juga keterangannya tidak ada pending top up, saya coba hubungi cs via live chat di aplikasi tetapi tidak ada balasan sama sekali, via email juga suruh ke live chat dan telp ke call center 150911, sudah saya telp berkali-kali sampe habis pulsa 25 rb, tp gk bisa nyambung sampai ke cs nya, tolong konfirmasinya ini gimana solusinya, terimakasih.",-1,1,-1,0, mantap  elektronik uang status sukses saldo  potong    baharu saldo  gagal  terang ganggu  baharu  atm  terang tidak  tunda mantap   coba hubung layan langgan via langsung obrol  aplikasi  tidak  balas   via email  suruh  langsung obrol  telepon  panggil pusat   telepon kali kali  habis pulsa ribu  gak  nyambung   layan langgan  tolong konfirmasi  gimana solusi terimakasih ,"['mantap', 'elektronik', 'uang', 'status', 'sukses', 'saldo', 'potong', 'baharu', 'saldo', 'gagal', 'terang', 'ganggu', 'baharu', 'atm', 'terang', 'tidak', 'tunda', 'mantap', 'coba', 'hubung', 'layan', 'langgan', 'via', 'langsung', 'obrol', 'aplikasi', 'tidak', 'balas', 'via', 'email', 'suruh', 'langsung', 'obrol', 'telepon', 'panggil', 'pusat', 'telepon', 'kali', 'kali', 'habis', 'pulsa', 'ribu', 'gak', 'nyambung', 'layan', 'langgan', 'tolong', 'konfirmasi', 'gimana', 'solusi', 'terimakasih']"
"Kecewa, akun saya tidak bisa di akses n untuk pengaduanx susah.. Mana saldo masih ada ð¢, kecewa kecewa",-1,0,-1,0,kecewa akun  tidak   akses   adu susah  saldo   kecewa kecewa,"['kecewa', 'akun', 'tidak', 'akses', 'adu', 'susah', 'saldo', 'kecewa', 'kecewa']"
Semakin Mudah Dengan LinkAja ð Jangan Ambil UNTUNG Yang TERLALU BANYAK. Perbanyak Lah PROMO !!! Guna Menarik Perhatian Pelanggan. INGAT !!! Pesaing Anda Sudah Banyak Bermunculan Dengan PROMO Yang Lebih Menarik Perhatian Pelanggan. TERIMA KASIH Sukses Selalu Untuk Aplikasi LinkAja,0,-1,1,0, mudah  linkaja jangan ambil untung    banyak  promo  tarik perhati langgan  saing    muncul  promo   tarik perhati langgan terima kasih sukses   aplikasi linkaja,"['mudah', 'linkaja', 'jangan', 'ambil', 'untung', 'banyak', 'promo', 'tarik', 'perhati', 'langgan', 'saing', 'muncul', 'promo', 'tarik', 'perhati', 'langgan', 'terima', 'kasih', 'sukses', 'aplikasi', 'linkaja']"
"Udah hampir 2 minggu belum selesai upgrade akunnya. Pdhl uangnya buat bayar perkuliahan, untuk apa gunanya ada akun upgrade begitu jika hanya mempersulit costumers. Fitur live chat sangat tidak efektif karena tidak bisa mengetik keluhan pribadi masing masing. Semua sudah diatur dalam aplikasi. Kasihan pengguna yg uangnya segera dipakai/digunakan. Cari uang gk gampang! Tolong segera upgrade akun sayaðð¼",-1,-1,-1,-1,udah  minggu  selesai tingkat akun  uang  bayar kuliah   guna  akun tingkat    sulit langgan fitur langsung obrol  tidak efektif  tidak  etik keluh pribadi     atur  aplikasi kasihan guna  uang  pakai  cari uang gak gampang tolong  tingkat akun  ,"['udah', 'minggu', 'selesai', 'tingkat', 'akun', 'uang', 'bayar', 'kuliah', 'guna', 'akun', 'tingkat', 'sulit', 'langgan', 'fitur', 'langsung', 'obrol', 'tidak', 'efektif', 'tidak', 'etik', 'keluh', 'pribadi', 'atur', 'aplikasi', 'kasihan', 'guna', 'uang', 'pakai', 'cari', 'uang', 'gak', 'gampang', 'tolong', 'tingkat', 'akun']"
Pembayaran jadi mudah pakai LinkAja. Aplikasinya juga mudah digunakan.,0,1,1,0,bayar  mudah pakai linkaja aplikasi  mudah  ,"['bayar', 'mudah', 'pakai', 'linkaja', 'aplikasi', 'mudah']"
Aplikasi buruk udah upgrade tapi belum berhasil mau transfer uang gak bisa buruk sekali,0,-1,-1,-1,aplikasi buruk udah tingkat   hasil  transfer uang gak  buruk ,"['aplikasi', 'buruk', 'udah', 'tingkat', 'hasil', 'transfer', 'uang', 'gak', 'buruk']"
"Aplikasi lemot,masa upgrade ke full service sampe 3 hari 4 malam masih belum juga,,sibuk banget kayaknya seluruh Indonesia upgrade barengan,,sori nanti klo pas saldo abis langsng UNINSTALL",0,0,-1,-1,aplikasi lot  tingkat  penuh servis   malam    sibuk  kayak  indonesia tingkat bareng sori   pas saldo habis langsng hapus,"['aplikasi', 'lot', 'tingkat', 'penuh', 'servis', 'malam', 'sibuk', 'kayak', 'indonesia', 'tingkat', 'bareng', 'sori', 'pas', 'saldo', 'habis', 'langsng', 'hapus']"
aplikasi nya kenapa yaa buat upgrade full service udah 4hari gaa di acc acc:') tolong dong acc upgrade full servicenya dipercepatttttttt!,0,0,-1,-1,aplikasi     tingkat penuh servis udah  tidak  terima acc tolong  terima tingkat penuh servis cepat ,"['aplikasi', 'tingkat', 'penuh', 'servis', 'udah', 'tidak', 'terima', 'acc', 'tolong', 'terima', 'tingkat', 'penuh', 'servis', 'cepat']"
"Apliksi dompet online pertama yg bikin uang saya gak bisa diambil aplikasi ini pengen ganti pin aja selalu kagak bisa kampretlah uang saya hilang klo gak bisa gak ada tanggung jawab sama sekali udah saya hubungin semua di telpon, fb, ig, wa, email kagak ada yg mau tanggung jawab klo gak bisa jaga uang pelanggan gak usah bikin aplikasi bos",-1,-1,-1,0,aplikasi dompet daring   bikin uang  gak  ambil aplikasi  ken ganti pin aja  kagak  kampret uang  hilang  gak  gak  tanggung    udah  hubung   telpon facebook instagram wa email kagak    tanggung   gak  jaga uang langgan gak  bikin aplikasi bos,"['aplikasi', 'dompet', 'daring', 'bikin', 'uang', 'gak', 'ambil', 'aplikasi', 'ken', 'ganti', 'pin', 'aja', 'kagak', 'kampret', 'uang', 'hilang', 'gak', 'gak', 'tanggung', 'udah', 'hubung', 'telpon', 'facebook', 'instagram', 'wa', 'email', 'kagak', 'tanggung', 'gak', 'jaga', 'uang', 'langgan', 'gak', 'bikin', 'aplikasi', 'bos']"
"pelayanan sangat tidak bagus, upgrade full service nya lama proses nya. mau tarik saldo gk bisa uang saya gk bisa diambil atau pun ditransferin cs nya sangat tidak respon keluhan. sayang bgt uang nya lumayan klo buat beli susu anak mh dpt 5 dus. bnr bnr kesel sma nih aplikasi ð¤",-1,-1,-1,-1,layan  tidak bagus tingkat penuh servis  lama proses   tarik saldo gak  uang  gak  ambil   transfer layan langgan   tidak respon keluh sayang  uang  lumayan   beli susu anak   kotak benar benar kesel   aplikasi ,"['layan', 'tidak', 'bagus', 'tingkat', 'penuh', 'servis', 'lama', 'proses', 'tarik', 'saldo', 'gak', 'uang', 'gak', 'ambil', 'transfer', 'layan', 'langgan', 'tidak', 'respon', 'keluh', 'sayang', 'uang', 'lumayan', 'beli', 'susu', 'anak', 'kotak', 'benar', 'benar', 'kesel', 'aplikasi']"
"Saya sudah beberapa kali tf dari mbanking ke link aja aman"" saja, baru kali ini saya tf tapi saldo tidak masuk"" padahal posisi lagi butuh dana, di pusat bantuan juga sangat tidak membantu, uang di atm udah berkurang tapi saldo di link aja belum masuk",-1,-1,-1,0,   kali transfer  bank digital  linkaja aja aman   kali   transfer  saldo tidak masuk  posisi  butuh dana  pusat bantu   tidak bantu uang  atm udah kurang  saldo  linkaja aja  masuk,"['kali', 'transfer', 'bank', 'digital', 'linkaja', 'aja', 'aman', 'kali', 'transfer', 'saldo', 'tidak', 'masuk', 'posisi', 'butuh', 'dana', 'pusat', 'bantu', 'tidak', 'bantu', 'uang', 'atm', 'udah', 'kurang', 'saldo', 'linkaja', 'aja', 'masuk']"
"Aplikasi yang sangat keren membantu banget untuk segala pembayaran menjadi lebih mudah, semoga makin disempurnakan untuk jadi lebih baik.",0,1,1,0,aplikasi   keren bantu    bayar   mudah moga  sempurna    baik ,"['aplikasi', 'keren', 'bantu', 'bayar', 'mudah', 'moga', 'sempurna', 'baik']"
"Ini gimana sih sya kn isi saldo ke link ajh dgn jumlah banyak, terus mau saya tarik saldonya ke mbanking malah upgrade ke full service dulu, pdhal ak udh daftar ke ugrade full service udh lebih dr 24 jam loh tp gk bisa2 terus, tolong dong kebijakannya, kn lumayan itu uangnya mau saya tatik lagi gk bisa2",0,-1,-1,-1, gimana    isi saldo  linkaja aja       tarik saldo  bank digital  tingkat  penuh servis   ak udah daftar  tingkat penuh servis udah   jam   gak   tolong  bijak  lumayan  uang   tarik  gak  ,"['gimana', 'isi', 'saldo', 'linkaja', 'aja', 'tarik', 'saldo', 'bank', 'digital', 'tingkat', 'penuh', 'servis', 'ak', 'udah', 'daftar', 'tingkat', 'penuh', 'servis', 'udah', 'jam', 'gak', 'tolong', 'bijak', 'lumayan', 'uang', 'tarik', 'gak']"
"saya suka aplikasi linkaja proses nya mudah banget dan ga ribet satsetsatset, recommended buat yang ga suka ribet sih ini cocok buat dijadikan transaksi, mantappp!!!!",0,1,1,0, suka aplikasi linkaja proses  mudah   ga ribet simpel rekomendasi   ga suka ribet   cocok  jadi transaksi mantappp ,"['suka', 'aplikasi', 'linkaja', 'proses', 'mudah', 'ga', 'ribet', 'simpel', 'rekomendasi', 'ga', 'suka', 'ribet', 'cocok', 'jadi', 'transaksi', 'mantappp']"
"Aplikasi ga guna,no hp belum terdaftar malah d bilang udah terdaftar dan anehnya lagi di suruh masukan PIN giliran mau reset PIN udah ga bisa,makan tu saldonya uninstal aja aplikasinya",0,-1,-1,-1,aplikasi ga  nomor telepon  daftar   bilang udah daftar  aneh   suruh masuk pin gilir  reset pin udah ga  makan  saldo hapus aja aplikasi,"['aplikasi', 'ga', 'nomor', 'telepon', 'daftar', 'bilang', 'udah', 'daftar', 'aneh', 'suruh', 'masuk', 'pin', 'gilir', 'reset', 'pin', 'udah', 'ga', 'makan', 'saldo', 'hapus', 'aja', 'aplikasi']"
Aplikasinya bagus banget! Memudahkan untuk segala payment. Beli pulsa gampang banget gaperlu ribet pake aplikasi ini. Keren,0,1,1,0,aplikasi bagus  mudah   bayar beli pulsa gampang  gaperlu ribet pakai aplikasi  keren,"['aplikasi', 'bagus', 'mudah', 'bayar', 'beli', 'pulsa', 'gampang', 'gaperlu', 'ribet', 'pakai', 'aplikasi', 'keren']"
"Masuk akun gagal terus, terkunci, padahal sudah top up dan berhasil, pas log in malah gagal terus.",0,-1,-1,0,masuk akun gagal  kunci   mantap   hasil pas masuk dalam  gagal  ,"['masuk', 'akun', 'gagal', 'kunci', 'mantap', 'hasil', 'pas', 'masuk', 'dalam', 'gagal']"
"Sudah isi saldo tapi tidak bisa di gunakan, sudah di upgrade ttp tidak bisa di gunakan, sedah 1 minggu lebih di upgrade... Ttp belum bisa di gunakan...",0,-1,-1,-1, isi saldo  tidak      tingkat  tidak    dah minggu   upgrade      ,"['isi', 'saldo', 'tidak', 'tingkat', 'tidak', 'dah', 'minggu', 'upgrade']"
"kenapa tidak bisa mengakses akun link? Mau menghubungi Call Center, harus update versi terbaru. Udah diupdate berkali-kali, sampe dicoba uninstall trus install ulang, tetep aja gabisa akses akun link aja. Gimana caranya ini",-1,-1,-1,0, tidak  akses akun linkaja  hubung panggil pusat  baharu versi baru udah baharu kali kali  coba hapus  pasang ulang  aja gabisa akses akun linkaja aja gimana  ,"['tidak', 'akses', 'akun', 'linkaja', 'hubung', 'panggil', 'pusat', 'baharu', 'versi', 'baru', 'udah', 'baharu', 'kali', 'kali', 'coba', 'hapus', 'pasang', 'ulang', 'aja', 'gabisa', 'akses', 'akun', 'linkaja', 'aja', 'gimana']"
"Aplikasinya baguss, sangat bermanfaat utk zaman sekarang yang bayar apa2 lewat hp, top upnya juga mudah bisa lewat transfer bank maupun alfa/indomaret, topp dehðð",0,1,1,0,aplikasi bagus  manfaat  zaman   bayar   telepon mantap saldo  mudah   transfer bank  alfa indomaret mantap  ,"['aplikasi', 'bagus', 'manfaat', 'zaman', 'bayar', 'telepon', 'mantap', 'saldo', 'mudah', 'transfer', 'bank', 'alfa', 'indomaret', 'mantap']"
"Cara berkirim uang yg praktis , mudah,& murah ðberbayar2 jg simple no ribet..ð",0,1,1,0, kirim uang  praktis mudah murah bayar  simpel nomor ribet ,"['kirim', 'uang', 'praktis', 'mudah', 'murah', 'bayar', 'simpel', 'nomor', 'ribet']"
"Link aja sangat membantu dijaman sekarang, tidak perlu repot lagi membawa uang cash yang banyak tinggal cukup bayar lewat link aja",0,1,1,0,linkaja aja  bantu jam  tidak  repot  bawa uang tunai   tinggal  bayar  linkaja aja,"['linkaja', 'aja', 'bantu', 'jam', 'tidak', 'repot', 'bawa', 'uang', 'tunai', 'tinggal', 'bayar', 'linkaja', 'aja']"
"Mantappp link aja,sukses selalu...proses cepat,biaya layanan murah,banyak fitur terbaru..",0,1,1,0,mantap linkaja aja sukses  proses cepat biaya layan murah  fitur baru ,"['mantap', 'linkaja', 'aja', 'sukses', 'proses', 'cepat', 'biaya', 'layan', 'murah', 'fitur', 'baru']"
Aplikasi nya susah buat di upgrade jadi gk bisa kirim pdahal KTP dh masuk tapi verifikasi wajah nya gk bisa masuk dasar payah.. jangan download dah yg blm tau,0,-1,-1,0,aplikasi  susah   tingkat  gak  kirim  ktp  masuk  verifikasi wajah  gak  masuk dasar payah jangan unduh    tau,"['aplikasi', 'susah', 'tingkat', 'gak', 'kirim', 'ktp', 'masuk', 'verifikasi', 'wajah', 'gak', 'masuk', 'dasar', 'payah', 'jangan', 'unduh', 'tau']"
"Aplikasi ini memudahkan saya untuk melakukan berbagai transaksi.. terutama buat isi ulang pulsa, jadi tinggal pencet-pencet aja trus kebayar dehh.. kebantu banget pake aplikasi ini, terimakasih...",0,1,1,0,aplikasi  mudah     transaksi   isi ulang pulsa  tinggal pencet pencet aja  bayar dehh bantu  pakai aplikasi  terimakasih ,"['aplikasi', 'mudah', 'transaksi', 'isi', 'ulang', 'pulsa', 'tinggal', 'pencet', 'pencet', 'aja', 'bayar', 'dehh', 'bantu', 'pakai', 'aplikasi', 'terimakasih']"
"Aplikasi yang sangat buruk, saya sudah menunggu 5 hari tapi masih aja basic, uang saya tidak bisa digunakan danterkunci, silahkan temen2 jika ingin menggunakan tapi jangan menyesal",0,-1,-1,-1,aplikasi   buruk   tunggu    aja  uang  tidak    kunci silah temen     jangan sesal,"['aplikasi', 'buruk', 'tunggu', 'aja', 'uang', 'tidak', 'kunci', 'silah', 'temen', 'jangan', 'sesal']"
Proses upgrade ke akun full servis nya lama kcewa bnget.. Dana sdah masuk tpi gk bisa d transfer dan d tarik..,0,-1,-1,-1,proses tingkat  akun penuh servis  lama kecewa bnget dana  masuk  gak   transfer   tarik ,"['proses', 'tingkat', 'akun', 'penuh', 'servis', 'lama', 'kecewa', 'bnget', 'dana', 'masuk', 'gak', 'transfer', 'tarik']"
"Sangat rekomended, fitur-fitur yang ditampilkan sangat menarik, caranya mudah dipahami dan dimengerti, mempermudah kita dalam transaksi, banyak keuntungan ketika menggunakan aplikasi ini, pokoknya aplikasi ini sangat membantu banget untuk kita semua.",0,1,1,0, rekomendasi fitur fitur  tampil  tarik  mudah paham  erti mudah   transaksi  untung   aplikasi  pokok aplikasi   bantu     ,"['rekomendasi', 'fitur', 'fitur', 'tampil', 'tarik', 'mudah', 'paham', 'erti', 'mudah', 'transaksi', 'untung', 'aplikasi', 'pokok', 'aplikasi', 'bantu']"
"Utk upgrade service lamanya bukan maen, mau tarik saldo ga bisa, katanya upgrade service 24 jam lah ini 2 Minggu ga bisa bisa Tolonglahhhhh!!! Ya Allah",0,-1,-1,-1, tingkat servis lama  maen  tarik saldo ga   tingkat servis jam   minggu ga   tolonglahhhhh  allah,"['tingkat', 'servis', 'lama', 'maen', 'tarik', 'saldo', 'ga', 'tingkat', 'servis', 'jam', 'minggu', 'ga', 'tolonglahhhhh', 'allah']"
"So far ini aplikasi yang paling membantu, sih. Buat bayar token listrik, internet, dll jadi mudah dan simpel banget. Terus fiturnya juga memudahkan banget sih, ga bikin bingung bagi pengguna awal kaya saya. Mantap banget!",0,1,1,0,   aplikasi   bantu   bayar token listrik internet     mudah  simpel   fitur  mudah   ga bikin bingung  guna  kaya  mantap  ,"['aplikasi', 'bantu', 'bayar', 'token', 'listrik', 'internet', 'mudah', 'simpel', 'fitur', 'mudah', 'ga', 'bikin', 'bingung', 'guna', 'kaya', 'mantap']"
"Akun saya tidak bisa diakses, sudah mencoba di email belum ada respon dan sudah ke chat cs masih belum ada respon padahal sudah menunggu semalam 30menit di live chat nya",-1,-1,-1,0,akun  tidak  akses  coba  email   respon    obrol layan langgan    respon   tunggu malam menit  langsung obrol ,"['akun', 'tidak', 'akses', 'coba', 'email', 'respon', 'obrol', 'layan', 'langgan', 'respon', 'tunggu', 'malam', 'menit', 'langsung', 'obrol']"
"Aplikasinya bagus bener, biasa saya pake buat naik krl ga perlu ribet tap2 lagi atau bawa kartu.",0,1,1,0,aplikasi bagus bener   pakai   kereta rel listrik ga  ribet tap   bawa kartu ,"['aplikasi', 'bagus', 'bener', 'pakai', 'kereta', 'rel', 'listrik', 'ga', 'ribet', 'tap', 'bawa', 'kartu']"
"Link aja saya tibaÂ² diblokir dan tidak dapay diakses mohon donk enak kalo gak ada duitnya tak biarin aja ,la ini diblokir ada duitnya tolong donk kalo maen blokir aja ganti atau kebalikan uang saya,suruh lapor tapi gak ada yg respon pesan otomatis semua apalah link aja kecewa saya sebagai pelanggan yang banyak belanja menggunakan link aja tapi malah diginiin gak ada respon gak usah buat aplikasi kalo mengecewakan pelanggan....",-1,-1,-1,0,linkaja aja   blokir  tidak  akses mohon  enak  gak  uang  biarin aja   blokir  uang tolong   maen blokir aja ganti  balik uang  suruh lapor  gak   respon pesan otomatis  apa linkaja aja kecewa   langgan   belanja  linkaja aja   diginiin gak  respon gak   aplikasi  kecewa langgan ,"['linkaja', 'aja', 'blokir', 'tidak', 'akses', 'mohon', 'enak', 'gak', 'uang', 'biarin', 'aja', 'blokir', 'uang', 'tolong', 'maen', 'blokir', 'aja', 'ganti', 'balik', 'uang', 'suruh', 'lapor', 'gak', 'respon', 'pesan', 'otomatis', 'apa', 'linkaja', 'aja', 'kecewa', 'langgan', 'belanja', 'linkaja', 'aja', 'diginiin', 'gak', 'respon', 'gak', 'aplikasi', 'kecewa', 'langgan']"
"Aplikasi tidak dapat digunakan, untuk menghubungi call center aja susah banget",-1,-1,0,0,aplikasi tidak    hubung panggil pusat aja susah ,"['aplikasi', 'tidak', 'hubung', 'panggil', 'pusat', 'aja', 'susah']"
"Baru kali ini transfer dana ke aplikasi dana, status sukses, dana terpotong tp di penerima uang tidak sampai. Sudah krm komplain via email rp bm ada respon. Audah hub call centre tp sibuk terus",-1,-1,-1,0, kali  transfer dana  aplikasi dana status sukses dana potong   terima uang tidak   kirim komplain via email rupiah   respon  hubung panggil pusat  sibuk ,"['kali', 'transfer', 'dana', 'aplikasi', 'dana', 'status', 'sukses', 'dana', 'potong', 'terima', 'uang', 'tidak', 'kirim', 'komplain', 'via', 'email', 'rupiah', 'respon', 'hubung', 'panggil', 'pusat', 'sibuk']"
"Kk caranya login Linkaja bisa, gak? Karena, sering vertikasi Email trs menerus!",0,0,-1,-1,kakak  masuk linkaja  gak   verifikasi email  terus ,"['kakak', 'masuk', 'linkaja', 'gak', 'verifikasi', 'email', 'terus']"
"Aplikasi sebenarnya enak di pake sayang mau ganti no TLP susah,tidak seperti ewallet yang lainnya di berikan kemudahan untuk mengganti no TLP.kapan linkaja bisa seperti ewallet yg lain di tunggu pembaharuan yang baru semoga kedepannya bisa mengganti no tlpn . Terimakasih",0,-1,1,0,aplikasi  enak  pakai sayang  ganti nomor telepon susah tidak  dompet digital     mudah  ganti nomor telepon  linkaja   dompet digital    tunggu baharu   moga depan  ganti nomor telepon terimakasih,"['aplikasi', 'enak', 'pakai', 'sayang', 'ganti', 'nomor', 'telepon', 'susah', 'tidak', 'dompet', 'digital', 'mudah', 'ganti', 'nomor', 'telepon', 'linkaja', 'dompet', 'digital', 'tunggu', 'baharu', 'moga', 'depan', 'ganti', 'nomor', 'telepon', 'terimakasih']"
"Kenapa saya reset pin gagal terus, tdk ada koneksi padahal sinyal kenceng ribet dan gak jelas bgt nie aplikasi..",0,-1,-1,0,  reset pin gagal  tidak  koneksi  sinyal kencang ribet  gak    aplikasi ,"['reset', 'pin', 'gagal', 'tidak', 'koneksi', 'sinyal', 'kencang', 'ribet', 'gak', 'aplikasi']"
